bug_id,creation_date,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,update_date,quantity_of_votes,quantity_of_comments,resolution_date,bug_fix_time,severity_category,severity_code
JUBULA-354796,2011-08-16,Agent,JUBULA,AUT Agent error message during nightly tests,During our nightly tests an error message of the AUT Agent blocks the AUT in the Swing-FULLTEST on Win 7. For further details check the attached screenshot.,markus.tiede,Oliver.Goetz,fixed,1,closed,6,2011-09-15,0,5,2011-08-18,2,blocker,6
EMFCOMPARE-310984,2010-04-29,Core,EMFCOMPARE,MatchSettings does not evaluate preference options.,The newly introduced MatchSettings class which constructs the options does not regard the options being settable via preference page. Indeed the loadPreferenceOptionMap() has remained within GenericMatchEngine and is no longer called. It should be moved to MatchSettings as well so that user specified preferences are correctly evaluated.,emf.compare-inbox,nyssen,fixed,1,closed,6,2011-08-18,0,5,2010-04-30,1,blocker,6
ORBIT-226471,2008-04-10,bundles,ORBIT,build failed when include the latest axis plugin,"Our plugin depends on axis plugin. Now our build failed when uses the latest axis plugin( v20080410 ).
Please check the follow error message:

A cycle was detected when generating the classpath org.eclipse.birt.report.viewer_2.3.0.v20080410 org.apache.axis_1.4.0.v200804100100 javax.activation_1.1.0.v200804092215 javax.mail_1.4.0.v200804091730 javax.activation_1.1.0.v200804092215

It seems there is a cycle dependency between javax.activation and javax.mail. 

Another problem could you please change the MANIFEST.MF of axis plugin and make javax.activationjavax.mailjavax.mail.internet as optional?
These packages aren't required for axis.

Now it blocks us again. 

Thanks.",orbit.bundles-inbox,cyfgod,fixed,1,resolved,4,2008-04-11,0,9,2008-04-10,0,blocker,6
ASPECTJ-168044,2006-12-14,Compiler,ASPECTJ,AJDT cannot compile Java 5.0 generic code,"java.lang.NullPointerException
at org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromBinding(EclipseFactory.java:264)
at org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromTypeVariableBinding(EclipseFactory.java:353)
at org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromBinding(EclipseFactory.java:211)
at org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromBinding(EclipseFactory.java:254)
at org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromTypeVariableBinding(EclipseFactory.java:353)
at org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromBinding(EclipseFactory.java:288)
at org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.addSourceTypeBinding(EclipseFactory.java:997)
at org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment.completeTypeBindings(AjLookupEnvironment.java:151)
at org.aspectj.org.eclipse.jdt.internal.compiler.Compiler.beginToCompile(Compiler.java:301)
at org.aspectj.org.eclipse.jdt.internal.compiler.Compiler.compile(Compiler.java:315)
at org.aspectj.ajdt.internal.core.builder.AjBuildManager.performCompilation(AjBuildManager.java:887)
at org.aspectj.ajdt.internal.core.builder.AjBuildManager.doBuild(AjBuildManager.java:271)
at org.aspectj.ajdt.internal.core.builder.AjBuildManager.incrementalBuild(AjBuildManager.java:170)
at org.aspectj.ajde.internal.CompilerAdapter.compile(CompilerAdapter.java:117)
at org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread.run(AspectJBuildManager.java:191)

NullPointerException thrown: null",aspectj-inbox,chiliu02,fixed,1,resolved,4,2007-10-10,0,7,2007-01-29,46,blocker,6
Z_ARCHIVED-383996,2012-07-01,EDT,Z_ARCHIVED,Can not create  RUI handler with JS error,"Build Identifier: 201207010903

[Defect summary]:
Create a RUI handler will introduce JS error it can not display in neither design view nor preview view

[Environment]:
WinXP SP3 Eclipse 3.7 Sun JDK 1.6



Reproducible: Always

Steps to Reproduce:
[Re-produced steps]:
1. Create a Web 2.0 client application
2. Create a RUI handler in the application
3. This handler can not display in neither design nor preview view

[Results]: 
JS error:
SyntaxError: Expected token ')'
Weibo/org/eclipse/edt/rui/widgets/GridLayout.js:84
[CRRUI2095E] Could not find the EGL function calls leading to this error

Could not render UI
'undefined' is not an object
[CRRUI2094E] Here are the EGL function calls leading to this error:

    a.() [native JavaScript]
    a.() [native JavaScript]

TypeError: 'undefined' is not an object
undefined:0
[CRRUI2095E] Could not find the EGL function calls leading to this error


[Excepted Results]:
The new handler should display correctly in both design and preview view",edt.javascriptgen-inbox,yuhaodl,fixed,1,closed,6,2017-02-23,0,4,2012-07-02,1,blocker,6
Z_ARCHIVED-228747,2008-04-24,TPTP,Z_ARCHIVED,Regression URL Test  Does Not Get Generated,"This is the 04-24 TP1 build candidate.

After recording a URL test the message appears in the Recorder Control that URL Test Generation has started.  The test does not in fact get generated.  The work-around is use the wizard again to create a test from an existing recording.

I marked this as critical since the user may not know the recording was fine since the recording files are not shown in the Test Navigator view.  Thus the user would not easily understand what has happened and find the work-around.

There were no errors in the error log.",paulslau,dmorris,fixed,1,closed,6,2016-05-05,0,15,2008-05-09,15,blocker,6
TMF-476854,2015-09-08,Xtext,TMF,[standalone builder] don't always delete generated files,"Currently when deleting a source folder we automatically delete any file that was previously generated from it ignoring files that were only 'generated once' to let the user change something manually.

We could keep the modification time stamp and if it doesn't match we assume some other process or human being has modified the file so we won't delete it.",tmf.xtext-inbox,sven.efftinge,fixed,1,closed,6,2017-10-31,0,6,2015-10-09,31,blocker,6
WTP_JAVA_EE_TOOLS-116294,2005-11-14,jst.j2ee,WTP_JAVA_EE_TOOLS,NPE while importing EAR with utility jar,"Import and EAR which has EJb and Ejb client try to import you will get the 
following exception



java.lang.NullPointerException
	at 
org.eclipse.jst.j2ee.application.internal.operations.J2EEUtilityJarImportOperat
ionNew.execute(J2EEUtilityJarImportOperationNew.java:60)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ExtendableOperationImpl.do
Execute(ExtendableOperationImpl.java:161)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ExtendableOperationImpl$1.
run(ExtendableOperationImpl.java:129)
	at org.eclipse.core.internal.resources.Workspace.run
(Workspace.java:1719)
	at org.eclipse.core.internal.resources.Workspace.run
(Workspace.java:1739)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ExtendableOperationImpl.ex
ecute(ExtendableOperationImpl.java:135)
	at 
org.eclipse.jst.j2ee.internal.archive.operations.EARComponentImportOperation.do
Execute(EARComponentImportOperation.java:69)
	at 
org.eclipse.jst.j2ee.internal.archive.operations.J2EEArtifactImportOperation.ex
ecute(J2EEArtifactImportOperation.java:53)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ExtendableOperationImpl.do
Execute(ExtendableOperationImpl.java:161)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ExtendableOperationImpl$1.
run(ExtendableOperationImpl.java:129)
	at org.eclipse.core.internal.resources.Workspace.run
(Workspace.java:1719)
	at org.eclipse.core.internal.resources.Workspace.run
(Workspace.java:1739)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ExtendableOperationImpl.ex
ecute(ExtendableOperationImpl.java:135)
	at org.eclipse.wst.common.frameworks.internal.OperationManager$2.run
(OperationManager.java:290)
	at org.eclipse.core.internal.resources.Workspace.run
(Workspace.java:1719)
	at org.eclipse.core.internal.resources.Workspace.run
(Workspace.java:1739)
	at 
org.eclipse.wst.common.frameworks.internal.OperationManager.runOperation
(OperationManager.java:302)
	at 
org.eclipse.wst.common.frameworks.internal.OperationManager.runOperationsUntilS
topped(OperationManager.java:237)
	at 
org.eclipse.wst.common.frameworks.internal.OperationManager.runOperations
(OperationManager.java:131)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ui.DataModelWizard$WizardO
perationManager.access$0(DataModelWizard.java:1)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ui.DataModelWizard$1.run
(DataModelWizard.java:304)
	at org.eclipse.jface.operation.ModalContext.runInCurrentThread
(ModalContext.java:346)
	at org.eclipse.jface.operation.ModalContext.run(ModalContext.java:291)
	at org.eclipse.jface.wizard.WizardDialog.run(WizardDialog.java:830)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ui.DataModelWizard$WizardO
perationManager.runOperations(DataModelWizard.java:308)
	at 
org.eclipse.wst.common.frameworks.internal.ui.PageGroupManager.runAllRemainingO
perations(PageGroupManager.java:222)
	at 
org.eclipse.wst.common.frameworks.internal.datamodel.ui.DataModelWizard.perform
Finish(DataModelWizard.java:168)
	at org.eclipse.jface.wizard.WizardDialog.finishPressed
(WizardDialog.java:676)
	at org.eclipse.jface.wizard.WizardDialog.buttonPressed
(WizardDialog.java:349)
	at org.eclipse.jface.dialogs.Dialog$2.widgetSelected(Dialog.java:556)
	at org.eclipse.swt.widgets.TypedListener.handleEvent
(TypedListener.java:90)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:843)
	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:3080)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:2713)
	at org.eclipse.jface.window.Window.runEventLoop(Window.java:809)
	at org.eclipse.jface.window.Window.open(Window.java:787)
	at org.eclipse.ui.actions.ImportResourcesAction.run
(ImportResourcesAction.java:159)
	at org.eclipse.ui.actions.BaseSelectionListenerAction.runWithEvent
(BaseSelectionListenerAction.java:167)
	at 
org.eclipse.jface.action.ActionContributionItem.handleWidgetSelection
(ActionContributionItem.java:538)
	at org.eclipse.jface.action.ActionContributionItem.access$2
(ActionContributionItem.java:488)
	at org.eclipse.jface.action.ActionContributionItem$5.handleEvent
(ActionContributionItem.java:400)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:843)
	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:3080)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:2713)
	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:1699)
	at org.eclipse.ui.internal.Workbench.runUI(Workbench.java:1663)
	at org.eclipse.ui.internal.Workbench.createAndRunWorkbench
(Workbench.java:367)
	at org.eclipse.ui.PlatformUI.createAndRunWorkbench(PlatformUI.java:143)
	at org.eclipse.ui.internal.ide.IDEApplication.run
(IDEApplication.java:103)
	at org.eclipse.core.internal.runtime.PlatformActivator$1.run
(PlatformActivator.java:226)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run
(EclipseStarter.java:376)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run
(EclipseStarter.java:163)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.eclipse.core.launcher.Main.invokeFramework(Main.java:334)
	at org.eclipse.core.launcher.Main.basicRun(Main.java:278)
	at org.eclipse.core.launcher.Main.run(Main.java:973)
	at org.eclipse.core.launcher.Main.main(Main.java:948)",jsholl,nagrawal,fixed,1,closed,6,2005-12-09,0,4,2005-11-15,1,blocker,6
Z_ARCHIVED-193172,2007-06-18,TPTP,Z_ARCHIVED,Attach to ProbeAgent JVMTI  not working,This use case is not working because agentActive for the probekit is not being called from the JVMTI AttachDelegate. I will attach a patch shortly.,lizdancy,lizdancy,fixed,1,closed,6,2016-05-05,0,10,2007-06-19,1,blocker,6
BIRT-152538,2006-08-01,Data Access,BIRT,org.eclipse.birt.data.oda compiles error in daily build 20060802,"org.eclipse.birt.data.oda compiles error in daily build 20060802.

The error msg is below:

compileSource:
    [javac] Compiling 50 source files to E:\5\plugins\org.eclipse.birt.data.oda\bin
    [javac] E:\5\plugins\org.eclipse.birt.data.oda\src\org\eclipse\birt\data\oda\util\BirtOdaPlugin.java:20: package org.osgi.framework does not exist
    [javac] import org.osgi.framework.BundleContext
    [javac]                           ^
    [javac] E:\5\plugins\org.eclipse.birt.data.oda\src\org\eclipse\birt\data\oda\util\BirtOdaPlugin.java:25: cannot access org.eclipse.core.runtime.Plugin
    [javac] file org\eclipse\core\runtime\Plugin.class not found
    [javac] public class BirtOdaPlugin extends BIRTPlugin
    [javac]        ^
    [javac] E:\5\plugins\org.eclipse.birt.data.oda\src\org\eclipse\birt\data\oda\util\BirtOdaPlugin.java:31: cannot resolve symbol
    [javac] symbol  : class BundleContext 
    [javac] location: class org.eclipse.birt.data.oda.util.BirtOdaPlugin
    [javac]     public void stop( BundleContext context ) throws Exception
    [javac]                       ^
    [javac] E:\5\plugins\org.eclipse.birt.data.oda\src\org\eclipse\birt\data\oda\util\BirtOdaPlugin.java:37: cannot resolve symbol
    [javac] symbol  : variable super 
    [javac] location: class org.eclipse.birt.data.oda.util.BirtOdaPlugin
    [javac]         super.stop( context )
    [javac]         ^
    [javac] Note: Some input files use or override a deprecated API.
    [javac] Note: Recompile with -deprecation for details.
    [javac] 4 errors",lchan,bluesoldier,fixed,1,closed,6,2006-08-03,0,3,2006-08-01,0,blocker,6
CDT-157113,2006-09-12,cdt-build,CDT,character encoding problem with IBuildEnvironmentVariable.java,The encoding on this file is not UTF-8.  As a result I get build errors on PPC-Linux.  In order to open the file in the editor I had to change the encoding to US-ASCII.,cdt-build-inbox,recoskie,fixed,1,resolved,4,2007-06-13,0,4,2006-09-13,1,blocker,6
PLATFORM-343454,2011-04-20,SWT,PLATFORM,XULRunner 2.0 kills Eclipse when opening anything Browser related,"If you open anything browser related with the latest version of XULRunner Eclipse just tanks...

You'll get errors like this...

# A fatal error has been detected by the Java Runtime Environment:
#
#  SIGSEGV (0xb) at pc=0x03a9b1d7 pid=31555 tid=3078592192
#
# JRE version: 6.0_22-b22
# Java VM: OpenJDK Client VM (20.0-b10 mixed mode linux-x86 )
# Derivative: IcedTea6 1.10
# Distribution: Fedora release 15 (Lovelock) package fedora-55.1.10.fc15-i386
# Problematic frame:
# C  [libxul.so+0xc841d7]  NS_UTF16ToCString_P+0x1a326
#
# An error report file with more information is saved as:
# /home/zx/eclipses/eclipse/hs_err_pid31555.log
#
# If you would like to submit a bug report please include
# instructions how to reproduce the bug and visit:
#   http://icedtea.classpath.org/bugzilla
# The crash happened outside the Java Virtual Machine in native code.
# See problematic frame for where to report the bug.
#",grant_gayed,caniszczyk,fixed,1,resolved,4,2011-06-14,1,29,2011-05-09,19,blocker,6
MYLYN-277040,2009-05-19,UI,MYLYN,errors in log after opening discovery wizard,"I get hundreds of exceptions after opening the discovery wizard. It looks like it is disposing a shared color.

java.lang.IllegalArgumentException: Argument not valid
	at org.eclipse.swt.SWT.error(SWT.java:3865)
	at org.eclipse.swt.SWT.error(SWT.java:3799)
	at org.eclipse.swt.SWT.error(SWT.java:3770)
	at org.eclipse.swt.widgets.TreeItem.setBackground(TreeItem.java:1227)
	at org.eclipse.jface.viewers.TreeViewerRow.setBackground(TreeViewerRow.java:134)
	at org.eclipse.jface.viewers.ViewerCell.setBackground(ViewerCell.java:129)
	at org.eclipse.jface.viewers.TableColumnViewerLabelProvider.update(TableColumnViewerLabelProvider.java:81)
	at org.eclipse.jface.viewers.ViewerColumn.refresh(ViewerColumn.java:145)
	at org.eclipse.jface.viewers.AbstractTreeViewer.doUpdateItem(AbstractTreeViewer.java:932)
	at org.eclipse.jface.viewers.AbstractTreeViewer$UpdateItemSafeRunnable.run(AbstractTreeViewer.java:102)
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42)
	at org.eclipse.core.runtime.Platform.run(Platform.java:888)
	at org.eclipse.ui.internal.JFaceUtil$1.run(JFaceUtil.java:48)
	at org.eclipse.jface.util.SafeRunnable.run(SafeRunnable.java:175)
	at org.eclipse.jface.viewers.AbstractTreeViewer.doUpdateItem(AbstractTreeViewer.java:1012)
	at org.eclipse.jface.viewers.StructuredViewer$UpdateItemSafeRunnable.run(StructuredViewer.java:481)
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42)
	at org.eclipse.core.runtime.Platform.run(Platform.java:888)
	at org.eclipse.ui.internal.JFaceUtil$1.run(JFaceUtil.java:48)
	at org.eclipse.jface.util.SafeRunnable.run(SafeRunnable.java:175)
	at org.eclipse.jface.viewers.StructuredViewer.updateItem(StructuredViewer.java:2111)
	at org.eclipse.jface.viewers.StructuredViewer.internalUpdate(StructuredViewer.java:2094)
	at org.eclipse.jface.viewers.StructuredViewer.update(StructuredViewer.java:2033)
	at org.eclipse.jface.viewers.ColumnViewer.update(ColumnViewer.java:554)
	at org.eclipse.jface.viewers.StructuredViewer.update(StructuredViewer.java:1977)
	at org.eclipse.jface.viewers.StructuredViewer.handleLabelProviderChanged(StructuredViewer.java:1140)
	at org.eclipse.jface.viewers.ContentViewer$1.labelProviderChanged(ContentViewer.java:97)
	at org.eclipse.ui.internal.decorators.DecoratorManager$1.run(DecoratorManager.java:430)
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42)
	at org.eclipse.ui.internal.decorators.DecoratorManager.fireListener(DecoratorManager.java:428)
	at org.eclipse.ui.internal.decorators.DecorationScheduler$3.runInUIThread(DecorationScheduler.java:530)
	at org.eclipse.ui.progress.UIJob$1.run(UIJob.java:95)
	at org.eclipse.swt.widgets.RunnableLock.run(RunnableLock.java:35)
	at org.eclipse.swt.widgets.Synchronizer.runAsyncMessages(Synchronizer.java:134)
	at org.eclipse.swt.widgets.Display.runAsyncMessages(Display.java:3460)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:3107)
	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:2405)
	at org.eclipse.ui.internal.Workbench.runUI(Workbench.java:2369)
	at org.eclipse.ui.internal.Workbench.access$4(Workbench.java:2221)
	at org.eclipse.ui.internal.Workbench$5.run(Workbench.java:500)
	at org.eclipse.core.databinding.observable.Realm.runWithDefault(Realm.java:332)
	at org.eclipse.ui.internal.Workbench.createAndRunWorkbench(Workbench.java:493)
	at org.eclipse.ui.PlatformUI.createAndRunWorkbench(PlatformUI.java:149)
	at org.eclipse.ui.internal.ide.application.IDEApplication.start(IDEApplication.java:113)
	at org.eclipse.equinox.internal.app.EclipseAppHandle.run(EclipseAppHandle.java:194)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.runApplication(EclipseAppLauncher.java:110)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.start(EclipseAppLauncher.java:79)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:368)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:179)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.eclipse.equinox.launcher.Main.invokeFramework(Main.java:559)
	at org.eclipse.equinox.launcher.Main.basicRun(Main.java:514)
	at org.eclipse.equinox.launcher.Main.run(Main.java:1311)
	at org.eclipse.equinox.launcher.Main.main(Main.java:1287)",greensopinion,steffen.pingel,fixed,1,resolved,4,2009-05-19,0,2,2009-05-19,0,blocker,6
BIRT-175347,2007-02-23,Data Access,BIRT,Invalid XPath expression,I used both a XML and a XSD files as the data source. I was trying to select all the elements with the type as employeeType1 and the result should be the first employee. (Please see the attached xml xsd and screen shot) However the expression is considered to be invalid.,lzhu,neilwang,fixed,1,resolved,4,2009-07-09,0,8,2007-03-27,32,blocker,6
Z_ARCHIVED-280340,2009-06-15,BPMN,Z_ARCHIVED,Connection smoothness is abnormal in conjonction with the latest GMF 2.2,"With the latest GMF libs 
the sequence and messaging edges look like noodles.

The problem comes from the way we have overridden the routing code in the edges.",hmalphettes,antoine,fixed,1,resolved,4,2012-01-06,0,5,2009-06-16,1,blocker,6
COMMUNITY-421548,2013-11-12,Cross-Project,COMMUNITY,startdust windows EOL puts repo in bad state and can't pull new conent,"I've actually only seen once happened to be this morning. So thought I'd document what I saw in case it happens frequently. 

The build were failing due to could not pull into the repo on shared under org.eclipse.simrel.build

When I did a git status there is said stardust.b3aggrcon file had changed and simrel.b3aggr file had changed (so .. had to commit or stash our of the way before could pull). 

I ended up just deleting repo and letting it re-clone but not sure what would cause that problem. 

I'd guess either someone tried to put changes there by hand (seems unlikely) or perhaps related to if a build fails or is canceled? 

In either case if happens frequently would be best to handle automatically ... say by automatically removing repo and recloning without waiting on me to do it.",david_williams,david_williams,fixed,1,resolved,4,2013-11-13,0,16,2013-11-12,0,blocker,6
Z_ARCHIVED-169733,2007-01-05,TPTP,Z_ARCHIVED,Item-select commands failing in standard mode,"Build ID: I20061214-0010

Steps To Reproduce:
1.Create a new plugin
2.Create an AGR test suite for that plugin
3. Add a test case which creates a Java project
4. Set up for standard mode run by creating a deployment location and artifact file and adding the test case invocation to the behaviour of the test suite.
5. Run in standard mode
6. Test case will fail on the item-select command when trying to find the 'Java Project' item.

This works fine in TPTP 4.3.0 with Eclipse SDK 3.2.1",lizdancy,lizdancy,fixed,1,closed,6,2016-05-05,0,7,2007-01-10,5,blocker,6
PLATFORM-457396,2015-01-13,User Assistance,PLATFORM,Build of webapp fails due to changes in org.apache.jasper.glassfish,"This failed in 
http://download.eclipse.org/eclipse/downloads/drops4/N20150113-2000/

and I suspect will fail in Wednesday morning's M-build as well (since same new version of org.apache.jasper.glassfish. 

The error is some (one?) dependencies not found: 

[ERROR]   Software being installed: org.eclipse.help.webapp 3.6.400.qualifier
[ERROR]   Missing requirement: org.apache.jasper.glassfish 2.2.2.v201501122222 requires 'package javax.annotation.processing 0.0.0' but it could not be found
[ERROR]   Cannot satisfy dependency: org.eclipse.equinox.jsp.jasper 1.0.400.qualifier depends on: package org.apache.jasper.servlet [0.0.06.0.0)
[ERROR]   Cannot satisfy dependency: org.eclipse.equinox.jsp.jasper.registry 1.0.300.qualifier depends on: package org.eclipse.equinox.jsp.jasper 0.0.0
[ERROR]   Cannot satisfy dependency: org.eclipse.help.webapp 3.6.400.qualifier depends on: bundle org.eclipse.equinox.jsp.jasper.registry 1.0.100",david_williams,david_williams,fixed,1,resolved,4,2015-01-15,0,20,2015-01-14,1,blocker,6
DALI_JPA_TOOLS-369801,2012-01-26,General,DALI_JPA_TOOLS,Dali version errors in WTP 3.3.2 build,"There are four version errors in the WTP 3.3.2 build.  Since we are shutting down the release these are considered blockers.  Here is the list of plugins:

Bundles with qualifier-only increases

org.eclipse.jpt.common.ui
    1.0.0.v201201243020 (current) 
    1.0.0.v201104120000 (reference) 
org.eclipse.jpt.jaxb.ui
    1.1.1.v2012011303020 (current) 
    1.1.1.v201108080010 (reference) 
org.eclipse.jpt.jpa.eclipselink.core.ddlgen
    2.0.0.v2012011303020 (current) 
    2.0.0.v201104190000 (reference) 
org.eclipse.jpt.jpa.gen
    2.0.0.v201201243020 (current) 
    2.0.0.v201105190000 (reference)

Please fix these as soon as possible and request a respin on wtp-releng.",neil.hauge,ccc,fixed,1,resolved,4,2012-01-26,0,2,2012-01-26,0,blocker,6
EEF-362821,2011-11-03,General,EEF,Unable to display properties,"version: HEAD

When trying to display properties in a .component model I get the following NPE:
java.lang.NullPointerException
	at org.eclipse.emf.eef.runtime.part.impl.SectionPropertiesEditingPart.initSemanticContents(SectionPropertiesEditingPart.java:259)
	at org.eclipse.emf.eef.runtime.part.impl.SectionPropertiesEditingPart.refresh(SectionPropertiesEditingPart.java:181)

The metamodels plugin.xml seems to be the cause of the problem: many property sections declare their own Documentation tab but it is still managed by the DocumentedElement.
This make EEF unable to retrieve the correct part type therefore unable to create the needed component.",emft.eef-inbox,william.piers,fixed,1,resolved,4,2016-05-05,0,5,2011-11-17,14,blocker,6
Z_ARCHIVED-159593,2006-10-03,TPTP,Z_ARCHIVED,HeapProxy.class file missing from the JVMTI Runtime distribution,The file HeapProxy.class is missing from the JVMTI Runtime distribution package. It should be located in the org/eclipse/tptp/martini directory.,asaf.yaffe,asaf.yaffe,fixed,1,closed,6,2016-05-05,0,3,2006-10-05,2,blocker,6
COMMUNITY-412724,2013-07-11,Gerrit,COMMUNITY,Unable to push signed tags to sisu-inject/sisu-mojos/sisu-plexus,"I'm trying to push signed tags to the following gerrit-enabled repositories:

   http://git.eclipse.org/c/sisu/org.eclipse.sisu.inject.git/
   http://git.eclipse.org/c/sisu/org.eclipse.sisu.mojos.git/
   http://git.eclipse.org/c/sisu/org.eclipse.sisu.plexus.git/

This used to work but something seems to have changed on the server side that is now stopping this:

Counting objects: 1 done.
Writing objects: 100% (1/1) 830 bytes done.
Total 1 (delta 0) reused 0 (delta 0)
remote: Processing changes: refs: 1 done    
To ssh://...@git.eclipse.org:29418/sisu/org.eclipse.sisu.inject.git
 ! [remote rejected] milestones/0.0.0.M4 -> milestones/0.0.0.M4 (prohibited by Gerrit)
error: failed to push some refs to 'ssh://...@git.eclipse.org:29418/sisu/org.eclipse.sisu.inject.git'

Looking at gerrit 2.6 release notes I see there's a new privilege for signed tags:

   http://gerrit-documentation.googlecode.com/svn/Documentation/2.6/access-control.html#category_push_signed

Is this the cause of the problem and if so then is it possible to add that privilege to the above repositories?",webmaster,mcculls,fixed,1,closed,6,2013-07-11,0,4,2013-07-11,0,blocker,6
