bug_id,creation_date,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,update_date,quantity_of_votes,quantity_of_comments,resolution_date,bug_fix_time,severity_category,severity_code
CORE-979721,2014-03-04,JavaScript Engine: JIT,CORE,Leaking BaselineBailout::buffer_,"Andrew ran Firefox with Leak Sanitizer enabled.  The JS reftests run shows the following output:

Indirect leak of 7168 byte(s) in 7 object(s) allocated from:
#0 0x446434 in calloc /builds/slave/moz-toolchain/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc:90
#1 0x7fc62cbca9dd in js_calloc /builds/slave/try-l64-asan-00000000000000000/build/obj-firefox/js/src/../../dist/include/js/Utility.h:140
#2 0x7fc62cbca9dd in init /builds/slave/try-l64-asan-00000000000000000/build/js/src/jit/BaselineBailouts.cpp:105
#3 0x7fc62cbca9dd in js::jit::BailoutIonToBaseline(JSContext* js::jit::JitActivation* js::jit::IonBailoutIterator& bool js::jit::BaselineBailoutInfo** js::jit::ExceptionBailoutInfo const*) /builds/slave/try-l64-asan-00000000000000000/build/js/src/jit/BaselineBailouts.cpp:1286
#4 0x7fc62cbd2fa4 in js::jit::ExceptionHandlerBailout(JSContext* js::jit::InlineFrameIteratorMaybeGC const& js::jit::ExceptionBailoutInfo const& js::jit::BaselineBailoutInfo**) /builds/slave/try-l64-asan-00000000000000000/build/js/src/jit/Bailouts.cpp:169
#5 0x7fc62ce6dc74 in HandleExceptionIon /builds/slave/try-l64-asan-00000000000000000/build/js/src/jit/IonFrames.cpp:419
#6 0x7fc62ce6dc74 in js::jit::HandleException(js::jit::ResumeFromException*) /builds/slave/try-l64-asan-00000000000000000/build/js/src/jit/IonFrames.cpp:600
#7 0x7fc632053fff (+0x22fff)

At least one path where that can happen is when we take the early return at hg.mozilla.org/mozilla-central/annotate/e5b09585215f/js/src/jit/BaselineBailouts.cpp#l1379.  There are probably other paths too.",jdemooij,khuey,duplicate,1,resolved,4,2014-03-07,0,5,2014-03-07,3,normal,2
CORE-461047,2008-10-21,XPCOM,CORE,Replace nsStringArray with nsTArray,Maybe I'm missing something but nsStringArray is just an nsVoidArray of heap-allocated nsStrings. Seems like if we just used nsTArray instead we'd win all around: less code one less heap allocation per element ability to use nsAutoTArray when needed.,fred.jen,roc,duplicate,1,resolved,4,2010-01-18,0,30,2009-01-18,89,normal,2
SEAMONKEY-315525,2005-11-08,Help Documentation,SEAMONKEY,Document new tab behaviour under Win when starting SM with an instance already running,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 it-IT rv:1.7.12) Gecko/20050922 Fedora/1.0.7-1.1.fc4 Firefox/1.0.7
Build Identifier: 

As a reference see bug 310803.

Reproducible: Always

Steps to Reproduce:




Patch coming after some discussion on IRC with Neil.",prometeo.bugs,prometeo.bugs,duplicate,1,resolved,4,2005-12-22,0,19,2005-12-14,36,trivial,1
CORE-136264,2002-04-08,DOM: Core & HTML,CORE,HTMLCollection Object wrapped by XPConnect has members whose names shadow each other,"!!!Object wrapped by XPConnect has members whose names shadow each other!!!
   XPCNativeSet @ 0x0x8e64870 for the class:
   classname: HTMLCollection
   contractid: 
   claims to implement interfaces:
      nsISupports
      nsIDOMNodeList
      nsIDOMHTMLCollection
nsIDOMNodeList::item shadows nsIDOMHTMLCollection::item
nsIDOMNodeList::length shadows nsIDOMHTMLCollection::length
nsWindowWatcher::SetActiveWindow(nsIDOMWindow *aActiveWindow [0x8844304])
nsWindowWatcher::SetActiveWindow(nsIDOMWindow *aActiveWindow [0x8844304])
Document about:blank loaded successfully
XPC - Begin deferred Release of 633 nsISupports pointers
XPC - End deferred Releases


This debug output was generated by setting DEBUG_xpc_hacker in
mozilla/js/src/xpconnect/src/xpcprivate.h

Steps:
add flag to xpconnect rebuild xpconnect
run mozilla navigator load composer (?)",timeless,timeless,duplicate,1,resolved,4,2003-03-10,0,9,2003-03-10,336,trivial,1
MAILNEWS_CORE-312476,2005-10-14,Feed Reader,MAILNEWS_CORE,rss feed export to opml does not preserve article summary setting,"User-Agent:       Mozilla/5.0 (X11 U Linux x86_64 en-US rv:1.9a1) Gecko/20051014 Firefox/1.6a1
Build Identifier: Mozilla/5.0 (X11 U Linux x86_64 en-US rv:1.9a1) Gecko/20051014 Firefox/1.6a1

Manage Subscriptions Export (default filename is MyThunderbirdFeeds.opml I
don't know if there is another choice) does not preserve the show article
summary instead of loading web page setting. This means restoring RSS
subscriptions across Thunderbird profiles is painful.

Reproducible: Always

Steps to Reproduce:
1. Subscribe to an RSS feed ensuring that article summary box is checked
2. Manage Subscriptions Export MyThunderbirdFeeds.opml
3. rm -rf ~/.thunderbird
4. Restart Thunderbird
5. Manage Subscriptions Import MyThunderbirdFeeds.opml
6. Observe article summary is not honored",nobody,bugzilla,duplicate,1,resolved,4,2012-06-04,0,8,2012-06-04,2425,normal,2
FIREFOX-310393,2005-09-28,Search,FIREFOX,Hitting Enter in the searchbar w/o input shouldn't add an empty entry to its autocomplete,"Hitting Enter in the searchbar w/o input shouldn't add an empty entry to its
autocomplete.

STR:
 1. Focus the search bar.
 2. Make sure it's empty.
 3. Hit Enter

-> empty string is added to searchbar's autocomplete.

FYI at this point we're opening the search engine site instead of doing a query.",gavin.sharp,asaf,duplicate,1,resolved,4,2005-09-30,0,5,2005-09-28,0,normal,2
CORE-297832,2005-06-15,Plug-ins,CORE,Build error on NetBSD and possibly other OSes due to nptypes.h,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.7.8) Gecko/20050511 Firefox/1.0.4
Build Identifier: 

As requested I've opened this bug as a spin-off from 259325 which was
OpenBSD-centric.  The same problem could happen when compiling under any OS not
tested for in any of the conditionals among them NetBSD.  (As another example
I think older releases of everyone's favourite SVR4 flavour -- SCO Unix -- will
also break due to a lack of stdbool.h but I don't have an environment on-hand
to test with.)  Note that I've actually supplied this patch to NetBSD's pkgsrc
team and it's checked in
(http://www.netbsd.org/cgi-bin/query-pr-single.pl?number=27033) so anyone
building through pkgsrc on any of its supported platforms (various OSes) won't
get a build error (at least with GCC compiling the source as C++) but I'd
prefer the developers here fix the problem upstream hence this report.

As far as the final conditional branch goes its comment says it's for those
that ship a standard C99 stdint.h header file but it's obviously not that
specific.  The patch I've suggested is only a fix for C++ merely a defence
against unnecessarily trying to include stdbool.h when compiling as C++.  Any
somewhat recent C++ compiler should support bool as an integral datatype.  While
the condition in question is intended in part to allow for older GCC releases
that still shouldn't be relevant when compiling as C++.  stdbool.h is a C99
header it's not for C++.  (Incidentally I have a test environment running
Solaris 7 with GCC 2.8.1 [not by choice] and it does accept a typedef for bool
in C I'm not sure why 2.91 wouldn't...  It also provides bool in C++.)  If
there are systems that ship with a stdbool.h that doesn't compile it'd be
better to test for them specifically.

For Un*x builds it would be neater to use GNU autoconf to determine what is
available and what is not rather than coding conditional statements that aren't
always going to provide the best choices.  For instance there's a block which
handles various SVR4 flavours of Unix including HP-UX.  Recent HP-UX releases
do ship with stdbool.h available so it would make sense to make use of it. 
Ideally you'd test for the existence of stdbool.h and anything else desired with
autoconf.  (Though I realize autoconf is only optional right now maybe this
isn't a compelling enough reason to make it mandatory.)

Reproducible: Always",dhgutteridge,dhgutteridge,duplicate,1,resolved,4,2005-10-13,0,9,2005-10-07,114,normal,2
CORE-496783,2009-06-07,Disability Access APIs,CORE,setParent shouldn't be virtual,We could make setParent non virtual once bug 461921 is fixed. However nsHTMLListBulletAccessible overrides setParent and uses mWeakParent. This was introduced in bug 346721. I have no idea why weak parent is needed. I think we could remove it in the meantime.,surkov.alexander,surkov.alexander,duplicate,1,resolved,4,2009-09-18,0,8,2009-09-18,103,normal,2
DEVELOPER.MOZILLA.ORG-366007,2007-01-04,General,DEVELOPER.MOZILLA.ORG,Link to diff rather than page from Recent Changes feed,"Created attachment 250549
What the Recent Changes feed looks like in Google Reader

See screenshot I've been trying to follow recent changes this way but there are two specific problems which basically make it useless.  I doubt I'll keep using it for much longer if it stays as it is:

1. This may be the diff information but it's not at all readable.
2. The URL associated with each change (what I get when I press V or select view original site) is the page itself not the diff for the page.

The second probably isn't difficult to fix the former probably requires real effort since getting style info through feed-reader sanitization methods might be difficult.

(By the way MediaWiki 1.5 is out-of-date enough that these issues might just be fixed in whatever the newest version is.  I haven't checked this so this is entirely speculatory based on an inability to believe that anyone could usefully use the existing feed as-is.)",jwalden,jwalden,duplicate,1,resolved,4,2012-09-18,0,6,2007-05-10,126,normal,2
MOZILLA.ORG_GRAVEYARD-477296,2009-02-06,Server Operations,MOZILLA.ORG_GRAVEYARD,Can't push to hg.mozilla.org,"I was trying to push some changes to a user repo on hg.m.o but I get permission denied errors when ssh'ing in.

Permission denied (publickeygssapi-with-mic).

This is the first time I was trying to push so I wonder if I'm using the right credentials. I read the Mercurial FAQ on MDC and used username dirkjan@ochtman.nl (and tried djc for good measure). My account request was bug 453612.",reed,dirkjan,duplicate,1,resolved,4,2015-03-12,0,2,2009-02-06,0,normal,2
